input,target
99.07765368973348,True
59.92005797089001,True
88.31725715848398,True
36.42527335363116,False
63.493536144788,True
85.17444422409693,True
27.82913401763909,False
99.4521722149431,True
87.99474467498617,True
16.38265604233485,False
98.8593557327584,True
41.06548460396935,False
88.77994537190851,True
77.22446460467727,True
30.45677868243546,False
24.48742931340479,False
41.07677154319734,False
33.84276018965285,False
79.09994729325466,True
19.210098594504323,False
38.10428539317253,False
44.42207115438258,False
88.74654804603082,True
23.57059585349733,False
29.27009231385836,False
96.84900316998224,True
93.64935103693853,True
49.58477327877153,False
88.67133420382255,True
35.10918014112738,False
65.54304222586515,True
10.03618224022217,False
23.45021190449762,False
94.4997829632742,True
39.1724676907702,False
17.488237279228798,False
28.35156027098097,False
75.59657897673303,True
28.915660892335563,False
28.400702475836567,False
53.0228177168755,False
90.62975963764602,True
47.42638464407746,False
33.539459664968845,False
29.93338501601759,False
33.59557753956207,False
30.628452456285917,False
21.30772430239649,False
30.96768464569184,False
92.33098180677408,True
98.45354023574004,True
31.586298323282755,False
44.38924768283655,False
80.84046606902507,True
38.05326259470833,False
91.41679026426186,True
99.55470901052,True
92.96814749354338,True
52.28101360777242,False
55.76646165492157,True
12.358988818994735,False
51.65552068374339,False
67.55147927919461,True
47.55743221304143,False
46.58345820793777,False
32.265643294214684,False
95.4825392218264,True
12.500501396380296,False
33.99748319364717,False
11.423911856190063,False
17.33265683895358,False
72.30903541023827,True
68.34814805468122,True
62.78995364517936,True
32.09668121678567,False
35.02765437516845,False
26.59459981309901,False
19.98283321308165,False
57.76276946285255,True
58.45965333350893,True
36.113001679408754,False
19.675798856665093,False
45.79091532869802,False
84.44039240536593,True
12.91836927830114,False
39.04128971530718,False
49.049503859053054,False
25.51064575107957,False
46.21532678719623,False
22.85139545227004,False
95.07775959999547,True
82.42791073690108,True
57.4943181677872,True
77.25887292987309,True
41.94575660346148,False
25.608715370841058,False
40.82087078591678,False
47.26503890376115,False
64.92167313819667,True
13.111409788447084,False
27.501922857509605,False
80.60116769127308,True
17.209327942544434,False
50.15054971309867,False
66.19030321624084,True
68.87236122736698,True
57.48568950804053,True
82.05694054125547,True
65.76280654317165,True
22.98838602061433,False
67.26755132703852,True
23.205571741522917,False
43.47299095009185,False
46.81817487251739,False
67.52141638479145,True
87.17360491752369,True
79.37955194516992,True
91.7735952783786,True
48.40309084132295,False
40.81965770213295,False
89.73981740488162,True
41.02629874149641,False
97.7815030843258,True
89.19984597070886,True
47.53198042323166,False
23.013794875428708,False
93.86750049728866,True
69.741518069781,True
73.84485261081656,True
11.134339032688867,False
87.35403887790272,True
87.338602548784,True
77.23043461269506,True
40.84200171579536,False
46.37817151976325,False
95.15371559110888,True
65.08280593404405,True
66.52685784766155,True
54.43927428418569,False
85.86098561735649,True
92.56002067734676,True
23.734358833804464,False
91.42175443092609,True
98.79155016281932,True
81.5120516066277,True
47.8174312001019,False
75.70820899810938,True
82.66244759963573,True
25.85766300175497,False
46.23911669574273,False
50.49209201319465,False
15.940015544985624,False
53.91293426246821,False
70.42862539731459,True
93.47577223564303,True
18.46902470496755,False
77.51551719681935,True
60.49271973301389,True
63.93427800922271,True
83.12565737572046,True
63.03749832129558,True
75.982827275876,True
14.851834486637769,False
97.7266333769574,True
27.95459915247052,False
98.99749800158452,True
65.95261481882096,True
76.15593669598026,True
11.649937862170656,False
95.0135280391732,True
76.60697888431645,True
24.435566156768417,False
77.24094784634661,True
15.12364945699855,False
25.2946642795532,False
74.03722827656246,True
41.71866671947679,False
22.7999127765508,False
42.17600505973973,False
79.3214861099482,True
47.50515661336265,False
82.28470079027527,True
11.779758956470983,False
47.63225203527842,False
11.50440301693058,False
12.464883387813355,False
42.988878751936994,False
77.58481906246034,True
92.4765267748508,True
89.47256577074508,True
70.16105508305338,True
19.84446227742261,False
69.70973480366033,True
58.74034409986359,True
48.72225437391379,False
62.17706973212172,True
21.234028880050865,False
42.15427840022498,False
54.23906350152418,False
78.2872237920103,True
12.359671056673596,False
50.31041735583146,False
12.06236181901436,False
33.01706744253381,False
66.38465427618644,True
28.686309562343293,False
54.82500623452067,False
71.66975503570836,True
22.157124224205816,False
18.886906163831352,False
22.451922081365183,False
48.96833562708834,False
74.1690082344409,True
26.34515661976874,False
34.3187435826782,False
84.0457004879742,True
82.26669136363641,True
63.74145726519841,True
82.74502123348421,True
16.994311329914783,False
57.310249991588144,True
58.623484635720985,True
44.212705536119536,False
53.02652560460479,False
61.4387883452799,True
62.381276195237206,True
52.019202048697565,False
47.89968625045469,False
21.865687752475196,False
72.12050813464731,True
74.43511295161551,True
86.94081484276622,True
54.53587757643073,False
60.266489583026605,True
98.28313081755232,True
59.28078434328581,True
77.84885696151217,True
48.80635796443338,False
80.87966556872564,True
51.16241635218986,False
31.33242822187249,False
87.24824527861381,True
15.052693569572376,False
77.00258377699589,True
70.63285815087684,True
11.491829461084071,False
89.73478893796971,True
72.49601419549705,True
45.10069427271216,False
59.597845676827454,True
77.55618872576578,True
33.428358872068685,False
94.05123474833992,True
32.64752281202675,False
95.4540332836364,True
45.92967448172084,False
41.11289390579521,False
95.39526594521976,True
26.555809739249984,False
56.607404335508974,True
67.04080845507261,True
73.31652893373877,True
39.33908305930228,False
80.176986593434,True
89.03282530864718,True
54.24158433523045,False
10.84137201698642,False
77.51298834504708,True
62.3223034545932,True
98.15350187618256,True
30.31384047470692,False
39.88572169301533,False
43.73883491831735,False
80.00636291732579,True
17.24765744155473,False
89.95477909558473,True
63.408920451815895,True
29.046530440005316,False
26.98705601894673,False
74.52361015232229,True
99.14246052614568,True
64.63847457752144,True
12.909075996121658,False
81.26389355537384,True
17.054820986945316,False
23.100240804255733,False
11.671858195966855,False
32.713003135413075,False
89.49754820852289,True
89.09487859706597,True
92.37468879233089,True
33.1362368939932,False
92.46749981215156,True
16.102624090685836,False
62.81500065904746,True
19.17705334832177,False
58.49350606030213,True
87.21073940841045,True
43.7891349851072,False
18.85121504497451,False
81.35701101791989,True
43.30757781226957,False
13.514930490959411,False
57.984875647571535,True
80.6766425399457,True
22.870524543228942,False
51.91388907327828,False
38.828739323982816,False
60.212079481939526,True
18.310473529191803,False
31.092587750927844,False
48.96446578607468,False
36.7598243356545,False
51.16644244804885,False
32.682977211775544,False
75.84458241173579,True
77.60089363347437,True
61.67971799567737,True
12.547583921871514,False
72.18479278595517,True
11.645944960977262,False
78.24504344292966,True
91.14063262023892,True
65.79601465432418,True
56.34002008524777,True
87.40251538145992,True
23.208030173540173,False
56.27575391732945,True
55.51678157057293,True
77.93753332514207,True
52.66056609892492,False
51.74720055102661,False
83.47163606444927,True
34.64287337422977,False
58.68566244659698,True
62.6813613044426,True
33.372855396851776,False
54.75602673275647,False
55.86519647958028,True
77.50195873323939,True
56.74166419294297,True
28.296391119489144,False
44.29145116559928,False
30.457876265621987,False
