input,target
47.53198042323166,False
74.82920440979423,True
10.01029373356104,False
37.20993153686558,False
23.208030173540173,False
18.310473529191803,False
26.76341902399038,False
41.1004654338743,False
45.70907268076029,False
58.493506060302124,True
47.72750629629653,False
71.66975503570836,True
28.400702475836567,False
89.03056927518509,True
12.464883387813355,False
70.3420759160562,True
47.55743221304143,False
60.282084560117646,True
22.634824473571037,False
27.829134017639092,False
82.0670111807983,True
97.14354181474577,True
38.208176034331856,False
72.30903541023827,True
88.87502370664345,True
90.51459971534626,True
17.653979023280012,False
13.514930490959411,False
25.2847377608112,False
89.03282530864718,True
18.85121504497451,False
47.89968625045469,False
96.21005771354517,True
57.984875647571535,True
72.2689402555426,True
38.39640679054567,False
71.78508349134253,True
85.11631047076357,True
11.645944960977262,False
77.51298834504708,True
98.99749800158452,True
77.33490889418555,True
35.239959285796466,False
81.03513956063397,True
19.290340591987782,False
50.31041735583146,False
91.7735952783786,True
36.425273353631155,False
35.89978047277138,False
21.702571490644992,False
11.743026208326736,False
71.09519796459018,True
29.046530440005313,False
33.89919934350036,False
54.24158433523045,False
14.802629060537235,False
61.67058449428118,True
23.205571741522913,False
63.03749832129558,True
72.97825240188381,True
19.210098594504323,False
47.26503890376115,False
72.49601419549705,True
47.27613425742124,False
14.495811305147845,False
58.23067653239604,True
69.741518069781,True
56.34002008524777,True
95.0135280391732,True
62.78995364517936,True
91.30617237590951,True
22.372723373161378,False
22.53487125256827,False
82.66521598385714,True
45.79091532869802,False
24.88187774052395,False
93.47577223564305,True
41.298927377095595,False
77.573089282254,True
75.33981868154063,True
89.49754820852289,True
66.1304986350048,True
77.58481906246034,True
41.40085077800583,False
34.29351025885235,False
90.62975963764602,True
48.52820708841654,False
96.8356042433547,True
69.70973480366033,True
65.95261481882096,True
20.327137565803767,False
95.4540332836364,True
50.49209201319465,False
62.05506529484186,True
46.732312248515306,False
31.332428221872494,False
91.30415685060284,True
61.63115380050573,True
10.258329432804308,False
65.54304222586515,True
39.398041159488656,False
57.43522920318484,True
89.73478893796971,True
42.15427840022498,False
91.76816358278192,True
