HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND
0.7805751150101438,-1.9546703436562172,0.10010827733208105,-0.35281743104803864,1.0920313273133277,-0.896583877937442,-1.6182615657176347,-0.6186778084447666,-0.6907173543809358,-0.6567580591611735,0.11821424945909163,-0.7693068381783799
0.9150245688750799,0.5084807575151976,0.29397567473141495,0.1484454098970133,-1.29261407173624,-1.3331660591180683,2.171181980256044,0.7664955992358238,-0.6907173543809358,-0.15150006333909874,0.8254185450010477,1.7210629074855162
0.3772267534153352,-1.1933327305668708,-0.1906928187669198,0.6497082508420653,0.1381731676935006,-0.4600016967568156,-0.19722023597750504,-0.6186778084447666,0.3198948587489281,0.06503907772750472,-0.23538789831188645,-0.7001299007988272
1.4080058997131792,-0.0737185936707732,1.2633126617280845,-0.35281743104803864,-0.8156849919263265,0.8497448467850635,-0.19722023597750504,-1.0804022776716302,-0.1854112478160039,-0.8732972002277769,1.4619024109888084,0.8909396589308841
-0.2502040312877003,1.0906801087011684,-1.7900988473114245,1.1509710917871172,-0.8156849919263265,0.8497448467850635,-0.19722023597750504,1.2282200684626872,-0.6907173543809358,-0.6567580591611735,-0.871871764299647,-1.0460145876965905
-1.3257996622071897,-0.028934028194929295,-0.6268944629154211,-0.35281743104803864,2.045889486933155,-0.023419515576189296,-1.6182615657176347,0.30477113000896033,1.3305070718787921,-0.15150006333909874,-1.5790760598416032,-0.07753746438285321
0.242777299550399,0.8219727158461049,1.1663789630284176,0.6497082508420653,0.1381731676935006,-0.023419515576189296,0.7501406505159147,-2.003851216125357,-0.6907173543809358,-0.007140635961363094,-1.79123734850419,1.5827090327264108
1.2287399612265977,1.4937411979837636,1.2633126617280845,1.6522339327321691,1.0920313273133277,0.8497448467850635,0.27646020726920484,-1.0804022776716302,-0.6907173543809358,-2.966508897204944,0.6839776858926565,0.40670109727401543
-1.6843315391803528,0.284557930135978,-0.14222596941708632,3.1560224555673253,1.0920313273133277,2.1594913903269424,-0.6709006792242149,0.30477113000896033,0.8252009653138601,0.28157821879410816,-0.8011513347454513,0.4758780346535681
1.049474022740016,-0.028934028194929295,-0.09375912006725286,0.1484454098970133,2.999747646552982,0.41316266560443704,-0.6709006792242149,-1.0804022776716302,-1.1960234609458678,-0.3680392044057022,1.320461551880417,-3.398030458601381
-0.7431853621257997,1.6280948944112952,1.1179121136785841,0.1484454098970133,-0.3387559121164129,-0.4600016967568156,0.27646020726920484,0.7664955992358238,0.3198948587489281,0.06503907772750472,-0.5182696165286689,-0.008360527003300538
-0.3398370005309911,-1.103763599615183,0.8755778669294166,0.6497082508420653,-1.29261407173624,-0.896583877937442,0.27646020726920484,-2.003851216125357,0.8252009653138601,-0.3680392044057022,-0.1646674687576908,-0.008360527003300538
-0.42946996977428187,0.015850537280914612,-1.014629257714089,-0.35281743104803864,-0.8156849919263265,0.41316266560443704,-1.6182615657176347,-0.15695333921790317,0.3198948587489281,-1.7394537644941908,-1.932678207612581,0.6142319094126735
-1.6843315391803528,0.4189116265635098,2.2811164980745873,-0.8540802719930906,-1.29261407173624,-0.023419515576189296,-1.1445811224709248,0.7664955992358238,0.3198948587489281,0.06503907772750472,-1.1547534825164294,-0.8384837755579325
-1.5498820853154167,1.672879459887139,1.9903154019755867,0.6497082508420653,-0.8156849919263265,-0.023419515576189296,-1.1445811224709248,0.7664955992358238,0.3198948587489281,0.06503907772750472,0.33037553812167847,-1.1843684624556958
0.242777299550399,-0.1185031591466171,-1.7900988473114245,0.6497082508420653,-1.29261407173624,1.2863270279656898,-1.6182615657176347,1.2282200684626872,-0.1854112478160039,-0.3680392044057022,-0.8011513347454513,-0.9768376503170378
-1.3706161468288351,-0.028934028194929295,-1.7900988473114245,-0.8540802719930906,0.1381731676935006,-0.023419515576189296,-0.6709006792242149,-1.5421267468984936,1.835813178443724,0.7146565009273151,-0.6597104756370601,-0.7693068381783799
-0.5639194236392181,0.32934249561182194,-1.0630961070639224,-0.35281743104803864,0.1381731676935006,-0.023419515576189296,-0.6709006792242149,0.30477113000896033,-0.1854112478160039,1.0755550693716542,0.613257256338461,-0.21589133914195854
0.19796081492875361,0.4189116265635098,-1.1600298057635894,0.1484454098970133,-0.3387559121164129,-0.023419515576189296,-0.6709006792242149,1.2282200684626872,-0.1854112478160039,0.13721879141637255,-1.932678207612581,-0.42342215128061655
-0.5639194236392181,-0.3424259865258366,0.5847767708304158,-1.8566059538831945,-0.8156849919263265,-0.023419515576189296,-0.6709006792242149,-0.6186778084447666,0.3198948587489281,1.8695319199492002,1.320461551880417,-0.42342215128061655
